"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"true","fullscreen","0","6372","0.0-0.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","6379","0.0-1.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc1","2","51497","0.0-2.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","run_exp/static/audio/clip_1_welcome.m4a","null","318","363","18","Female","<div class='center'><p>Welcome! This is the first part of the study. It will last ~30 minutes. In part 1 and part 2 of the study, you are the head captain of a pirate ship traveling around the world to different islands. You will play a few different games throughout these two parts. Here is an overview of them:</p><br><p>Part 1 (today)</p><p>1. Instructions, practice game, and quiz</p><p>2. Pick a pirate game on 6 different islands</p><br><p>Part 2 (tomorrow)</p><p>3. Pick a pirate game and memory game</p><p>4. Where did you see this ship? </p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","51681","0.0-3.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","180","<div class='center'><p>Welcome! This is the first part of the study. It will last ~30 minutes. In part 1 and part 2 of the study, you are the head captain of a pirate ship traveling around the world to different islands. You will play a few different games throughout these two parts. Here is an overview of them:</p><br><p>Part 1 (today)</p><p>1. Instructions, practice game, and quiz</p><p>2. Pick a pirate game on 6 different islands</p><br><p>Part 2 (tomorrow)</p><p>3. Pick a pirate game and memory game</p><p>4. Where did you see this ship? </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc2","4","56995","0.0-4.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","run_exp/static/audio/clip_2_different_places.m4a","null","","","","","<div class='center'><p>Today, you’ll visit these 6 islands on your journey. You'll be able to see these islands from your ship.</p><p><img src='run_exp/static/images/contexts/all_contexts.png' height='500'></p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","5","67331","0.0-5.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","10332.5","<div class='center'><p>Today, you’ll visit these 6 islands on your journey. You'll be able to see these islands from your ship.</p><p><img src='run_exp/static/images/contexts/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc3","6","77005","0.0-6.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","run_exp/static/audio/clip_3_goal_of_game_1.m4a","null","","","","","<div class='center'><p> The pirates on your ship will rob other ships as they leave the island.</p> These ships have just sold their goods to the islanders, so they will be filled with lots and lots of gold.</p><p><img src='run_exp/static/images/tutorial/ship_center.png' height='400'></p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","7","84422","0.0-7.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","7414.699999988079","<div class='center'><p> The pirates on your ship will rob other ships as they leave the island.</p> These ships have just sold their goods to the islanders, so they will be filled with lots and lots of gold.</p><p><img src='run_exp/static/images/tutorial/ship_center.png' height='400'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc4","8","112425","0.0-8.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","run_exp/static/audio/clip_4_goal_of_game_2.m4a","null","","","","","<div class='center'><p>As the head captain, you do not have to rob any ships yourself. Another pirate will be doing the robbing for you. First, you will choose a pirate to rob the next ship.</p><p><img src='run_exp/static/images/tutorial/pirates_all_crop.png' height='200'></p><p>Then, you'll see if the pirate successfully robbed the ship of their gold. If they were successful, then you'll get a stack of gold coins like this:</p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were <b>not</b> successful, then you'll get no gold coins, and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p><p> How much bonus money you make is based on how many gold coins you collect.</p><div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","9","113677","0.0-9.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","1247.2000000476837","<div class='center'><p>As the head captain, you do not have to rob any ships yourself. Another pirate will be doing the robbing for you. First, you will choose a pirate to rob the next ship.</p><p><img src='run_exp/static/images/tutorial/pirates_all_crop.png' height='200'></p><p>Then, you'll see if the pirate successfully robbed the ship of their gold. If they were successful, then you'll get a stack of gold coins like this:</p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were <b>not</b> successful, then you'll get no gold coins, and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p><p> How much bonus money you make is based on how many gold coins you collect.</p<p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc5","10","137514","0.0-10.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","23833.19999998808","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","139025","0.0-11.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","139199","0.0-12.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","172.5999999642372","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","140710","0.0-13.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","141807","0.0-14.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","1095.3999999761581","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","143322","0.0-15.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","144278","0.0-16.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""5390""
","
","954.3999999761581","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","","","","","","","","","",""
